subclasse_codigo,secao,secao_denominacao,divisao,divisao_denominacao,grupo,grupo_denominacao,classe,classe_denominacao,subclasse,subclasse_denominacao
0321399,Seção,Cultivos e semicultivos da aqüicultura em água salgada e salobra não especificados anteriormente,Divisão,PESCA E AQÜICULTURA,03.2,Aqüicultura,03.21-3,Aqüicultura em água salgada e salobra,0321-3/99,Cultivos e semicultivos da aqüicultura em água salgada e salobra não especificados anteriormente
0322101,Seção,Criação de peixes em água doce,Divisão,PESCA E AQÜICULTURA,03.2,Aqüicultura,03.22-1,Aqüicultura em água doce,0322-1/01,Criação de peixes em água doce
0322102,Seção,Criação de camarões em água doce,Divisão,PESCA E AQÜICULTURA,03.2,Aqüicultura,03.22-1,Aqüicultura em água doce,0322-1/02,Criação de camarões em água doce
0322103,Seção,Criação de ostras e mexilhões em água doce,Divisão,PESCA E AQÜICULTURA,03.2,Aqüicultura,03.22-1,Aqüicultura em água doce,0322-1/03,Criação de ostras e mexilhões em água doce
0322104,Seção,Criação de peixes ornamentais em água doce,Divisão,PESCA E AQÜICULTURA,03.2,Aqüicultura,03.22-1,Aqüicultura em água doce,0322-1/04,Criação de peixes ornamentais em água doce
0322105,Seção,Ranicultura,Divisão,PESCA E AQÜICULTURA,03.2,Aqüicultura,03.22-1,Aqüicultura em água doce,0322-1/05,Ranicultura
0322106,Seção,Criação de jacaré,Divisão,PESCA E AQÜICULTURA,03.2,Aqüicultura,03.22-1,Aqüicultura em água doce,0322-1/06,Criação de jacaré
0322107,Seção,Atividades de apoio à aqüicultura em água doce,Divisão,PESCA E AQÜICULTURA,03.2,Aqüicultura,03.22-1,Aqüicultura em água doce,0322-1/07,Atividades de apoio à aqüicultura em água doce
0322199,Seção,Cultivos e semicultivos da aqüicultura em água doce não especificados anteriormente,Divisão,PESCA E AQÜICULTURA,03.2,Aqüicultura,03.22-1,Aqüicultura em água doce,0322-1/99,Cultivos e semicultivos da aqüicultura em água doce não especificados anteriormente
0500301,B,Extração de carvão mineral,05,EXTRAÇÃO DE CARVÃO MINERAL,05.0,Extração de carvão mineral,05.00-3,Extração de carvão mineral,0500-3/01,Extração de carvão mineral
0500302,B,Beneficiamento de carvão mineral,05,EXTRAÇÃO DE CARVÃO MINERAL,05.0,Extração de carvão mineral,05.00-3,Extração de carvão mineral,0500-3/02,Beneficiamento de carvão mineral
0600001,B,Extração de petróleo e gás natural,06,EXTRAÇÃO DE PETRÓLEO E GÁS NATURAL,06.0,Extração de petróleo e gás natural,06.00-0,Extração de petróleo e gás natural,0600-0/01,Extração de petróleo e gás natural
0600002,B,Extração e beneficiamento de xisto,06,EXTRAÇÃO DE PETRÓLEO E GÁS NATURAL,06.0,Extração de petróleo e gás natural,06.00-0,Extração de petróleo e gás natural,0600-0/02,Extração e beneficiamento de xisto
0600003,B,Extração e beneficiamento de areias betuminosas,06,EXTRAÇÃO DE PETRÓLEO E GÁS NATURAL,06.0,Extração de petróleo e gás natural,06.00-0,Extração de petróleo e gás natural,0600-0/03,Extração e beneficiamento de areias betuminosas
0710301,B,Extração de minério de ferro,07,EXTRAÇÃO DE MINERAIS METÁLICOS,07.1,Extração de minério de ferro,07.10-3,Extração de minério de ferro,0710-3/01,Extração de minério de ferro
0710302,B,"Pelotização, sinterização e outros beneficiamentos de minério de ferro",07,EXTRAÇÃO DE MINERAIS METÁLICOS,07.1,Extração de minério de ferro,07.10-3,Extração de minério de ferro,0710-3/02,"Pelotização, sinterização e outros beneficiamentos de minério de ferro"
0721901,B,Extração de minério de alumínio,07,EXTRAÇÃO DE MINERAIS METÁLICOS,07.2,Extração de minerais metálicos não-ferrosos,07.21-9,Extração de minério de alumínio,0721-9/01,Extração de minério de alumínio
0721902,B,Beneficiamento de minério de alumínio,07,EXTRAÇÃO DE MINERAIS METÁLICOS,07.2,Extração de minerais metálicos não-ferrosos,07.21-9,Extração de minério de alumínio,0721-9/02,Beneficiamento de minério de alumínio
0722701,B,Extração de minério de estanho,07,EXTRAÇÃO DE MINERAIS METÁLICOS,07.2,Extração de minerais metálicos não-ferrosos,07.22-7,Extração de minério de estanho,0722-7/01,Extração de minério de estanho
0722702,B,Beneficiamento de minério de estanho,07,EXTRAÇÃO DE MINERAIS METÁLICOS,07.2,Extração de minerais metálicos não-ferrosos,07.22-7,Extração de minério de estanho,0722-7/02,Beneficiamento de minério de estanho
0723501,B,Extração de minério de manganês,07,EXTRAÇÃO DE MINERAIS METÁLICOS,07.2,Extração de minerais metálicos não-ferrosos,07.23-5,Extração de minério de manganês,0723-5/01,Extração de minério de manganês
,Seção,Denominação,Divisão,EXTRAÇÃO DE MINERAIS METÁLICOS,Grupo,Extração de minerais metálicos não-ferrosos,Classe,Extração de minério de manganês,Subclasse,
0723502,Seção,Beneficiamento de minério de manganês,Divisão,EXTRAÇÃO DE MINERAIS METÁLICOS,Grupo,Extração de minerais metálicos não-ferrosos,Classe,Extração de minério de manganês,0723-5/02,Beneficiamento de minério de manganês
0724301,Seção,Extração de minério de metais preciosos,Divisão,EXTRAÇÃO DE MINERAIS METÁLICOS,Grupo,Extração de minerais metálicos não-ferrosos,07.24-3,Extração de minério de metais preciosos,0724-3/01,Extração de minério de metais preciosos
0724302,Seção,Beneficiamento de minério de metais preciosos,Divisão,EXTRAÇÃO DE MINERAIS METÁLICOS,Grupo,Extração de minerais metálicos não-ferrosos,07.24-3,Extração de minério de metais preciosos,0724-3/02,Beneficiamento de minério de metais preciosos
0725100,Seção,Extração de minerais radioativos,Divisão,EXTRAÇÃO DE MINERAIS METÁLICOS,Grupo,Extração de minerais metálicos não-ferrosos,07.25-1,Extração de minerais radioativos,0725-1/00,Extração de minerais radioativos
0729401,Seção,Extração de minérios de nióbio e titânio,Divisão,EXTRAÇÃO DE MINERAIS METÁLICOS,Grupo,Extração de minerais metálicos não-ferrosos,07.29-4,Extração de minerais metálicos não-ferrosos não especificados anteriormente,0729-4/01,Extração de minérios de nióbio e titânio
0729402,Seção,Extração de minério de tungstênio,Divisão,EXTRAÇÃO DE MINERAIS METÁLICOS,Grupo,Extração de minerais metálicos não-ferrosos,07.29-4,Extração de minerais metálicos não-ferrosos não especificados anteriormente,0729-4/02,Extração de minério de tungstênio
0729403,Seção,Extração de minério de níquel,Divisão,EXTRAÇÃO DE MINERAIS METÁLICOS,Grupo,Extração de minerais metálicos não-ferrosos,07.29-4,Extração de minerais metálicos não-ferrosos não especificados anteriormente,0729-4/03,Extração de minério de níquel
0729404,Seção,"Extração de minérios de cobre, chumbo, zinco e outros minerais metálicos não-ferrosos não especificados anteriormente",Divisão,EXTRAÇÃO DE MINERAIS METÁLICOS,Grupo,Extração de minerais metálicos não-ferrosos,07.29-4,Extração de minerais metálicos não-ferrosos não especificados anteriormente,0729-4/04,"Extração de minérios de cobre, chumbo, zinco e outros minerais metálicos não-ferrosos não especificados anteriormente"
0729405,Seção,"Beneficiamento de minérios de cobre, chumbo, zinco e outros minerais metálicos não-ferrosos não especificados anteriormente",Divisão,EXTRAÇÃO DE MINERAIS METÁLICOS,Grupo,Extração de minerais metálicos não-ferrosos,07.29-4,Extração de minerais metálicos não-ferrosos não especificados anteriormente,0729-4/05,"Beneficiamento de minérios de cobre, chumbo, zinco e outros minerais metálicos não-ferrosos não especificados anteriormente"
0810001,Seção,Extração de ardósia e beneficiamento associado,08,EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS,08.1,"Extração de pedra, areia e argila",08.10-0,"Extração de pedra, areia e argila",0810-0/01,Extração de ardósia e beneficiamento associado
0810002,Seção,Extração de granito e beneficiamento associado,08,EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS,08.1,"Extração de pedra, areia e argila",08.10-0,"Extração de pedra, areia e argila",0810-0/02,Extração de granito e beneficiamento associado
0810003,Seção,Extração de mármore e beneficiamento associado,08,EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS,08.1,"Extração de pedra, areia e argila",08.10-0,"Extração de pedra, areia e argila",0810-0/03,Extração de mármore e beneficiamento associado
0810004,Seção,Extração de calcário e dolomita e beneficiamento associado,08,EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS,08.1,"Extração de pedra, areia e argila",08.10-0,"Extração de pedra, areia e argila",0810-0/04,Extração de calcário e dolomita e beneficiamento associado
0810005,Seção,Extração de gesso e caulim,08,EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS,08.1,"Extração de pedra, areia e argila",08.10-0,"Extração de pedra, areia e argila",0810-0/05,Extração de gesso e caulim
0810006,Seção,"Extração de areia, cascalho ou pedregulho e beneficiamento associado",08,EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS,08.1,"Extração de pedra, areia e argila",08.10-0,"Extração de pedra, areia e argila",0810-0/06,"Extração de areia, cascalho ou pedregulho e beneficiamento associado"
0810007,Seção,Extração de argila e beneficiamento associado,08,EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS,08.1,"Extração de pedra, areia e argila",08.10-0,"Extração de pedra, areia e argila",0810-0/07,Extração de argila e beneficiamento associado
0810008,Seção,Extração de saibro e beneficiamento associado,08,EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS,08.1,"Extração de pedra, areia e argila",08.10-0,"Extração de pedra, areia e argila",0810-0/08,Extração de saibro e beneficiamento associado
0810009,Seção,Extração de basalto e beneficiamento associado,08,EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS,08.1,"Extração de pedra, areia e argila",08.10-0,"Extração de pedra, areia e argila",0810-0/09,Extração de basalto e beneficiamento associado
0810010,Seção,Beneficiamento de gesso e caulim associado à extração,08,EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS,08.1,"Extração de pedra, areia e argila",08.10-0,"Extração de pedra, areia e argila",0810-0/10,Beneficiamento de gesso e caulim associado à extração
0810099,Seção,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,08,EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS,08.1,"Extração de pedra, areia e argila",08.10-0,"Extração de pedra, areia e argila",0810-0/99,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado
0891600,Seção,"Extração de minerais para fabricação de adubos, fertilizantes e outros produtos químicos",08,EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS,08.9,Extração de outros minerais não-metálicos,08.91-6,"Extração de minerais para fabricação de adubos, fertilizantes e outros produtos químicos",0891-6/00,"Extração de minerais para fabricação de adubos, fertilizantes e outros produtos químicos"
0892401,Seção,Extração de sal marinho,08,EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS,08.9,Extração de outros minerais não-metálicos,08.92-4,Extração e refino de sal marinho e sal-gema,0892-4/01,Extração de sal marinho
0892402,Seção,Extração de sal-gema,08,EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS,08.9,Extração de outros minerais não-metálicos,08.92-4,Extração e refino de sal marinho e sal-gema,0892-4/02,Extração de sal-gema
0892403,Seção,Refino e outros tratamentos do sal,08,EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS,08.9,Extração de outros minerais não-metálicos,08.92-4,Extração e refino de sal marinho e sal-gema,0892-4/03,Refino e outros tratamentos do sal
0893200,Seção,Extração de gemas (pedras preciosas e semipreciosas),08,EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS,08.9,Extração de outros minerais não-metálicos,08.93-2,Extração de gemas (pedras preciosas e semipreciosas),0893-2/00,Extração de gemas (pedras preciosas e semipreciosas)
0899101,Seção,Extração de grafita,08,EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS,08.9,Extração de outros minerais não-metálicos,08.99-1,Extração de minerais não-metálicos não especificados anteriormente,0899-1/01,Extração de grafita
0899102,Seção,Extração de quartzo,08,EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS,08.9,Extração de outros minerais não-metálicos,08.99-1,Extração de minerais não-metálicos não especificados anteriormente,0899-1/02,Extração de quartzo
0899103,Seção,Extração de amianto,08,EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS,08.9,Extração de outros minerais não-metálicos,08.99-1,Extração de minerais não-metálicos não especificados anteriormente,0899-1/03,Extração de amianto
0899199,Seção,Extração de outros minerais não-metálicos não especificados anteriormente,08,EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS,08.9,Extração de outros minerais não-metálicos,08.99-1,Extração de minerais não-metálicos não especificados anteriormente,0899-1/99,Extração de outros minerais não-metálicos não especificados anteriormente
0910600,Seção,Atividades de apoio à extração de petróleo e gás natural,09,ATIVIDADES DE APOIO À EXTRAÇÃO DE MINERAIS,09.1,Atividades de apoio à extração de petróleo e gás natural,09.10-6,Atividades de apoio à extração de petróleo e gás natural,0910-6/00,Atividades de apoio à extração de petróleo e gás natural
,Seção,Denominação,Divisão,ATIVIDADES DE APOIO À EXTRAÇÃO DE MINERAIS,Grupo,Atividades de apoio à extração de petróleo e gás natural,Classe,Atividades de apoio à extração de petróleo e gás natural,Subclasse,
0990401,Seção,Atividades de apoio à extração de minério de ferro,Divisão,ATIVIDADES DE APOIO À EXTRAÇÃO DE MINERAIS,09.9,"Atividades de apoio à extração de minerais, exceto petróleo e gás natural",09.90-4,"Atividades de apoio à extração de minerais, exceto petróleo e gás natural",0990-4/01,Atividades de apoio à extração de minério de ferro
0990402,Seção,Atividades de apoio à extração de minerais metálicos não-ferrosos,Divisão,ATIVIDADES DE APOIO À EXTRAÇÃO DE MINERAIS,09.9,"Atividades de apoio à extração de minerais, exceto petróleo e gás natural",09.90-4,"Atividades de apoio à extração de minerais, exceto petróleo e gás natural",0990-4/02,Atividades de apoio à extração de minerais metálicos não-ferrosos
0990403,Seção,Atividades de apoio à extração de minerais não-metálicos,Divisão,ATIVIDADES DE APOIO À EXTRAÇÃO DE MINERAIS,09.9,"Atividades de apoio à extração de minerais, exceto petróleo e gás natural",09.90-4,"Atividades de apoio à extração de minerais, exceto petróleo e gás natural",0990-4/03,Atividades de apoio à extração de minerais não-metálicos
1011201,C,Frigorífico - abate de bovinos,10,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,10.1,Abate e fabricação de produtos de carne,10.11-2,"Abate de reses, exceto suínos",1011-2/01,Frigorífico - abate de bovinos
1011202,C,Frigorífico - abate de eqüinos,10,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,10.1,Abate e fabricação de produtos de carne,10.11-2,"Abate de reses, exceto suínos",1011-2/02,Frigorífico - abate de eqüinos
1011203,C,Frigorífico - abate de ovinos e caprinos,10,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,10.1,Abate e fabricação de produtos de carne,10.11-2,"Abate de reses, exceto suínos",1011-2/03,Frigorífico - abate de ovinos e caprinos
1011204,C,Frigorífico - abate de bufalinos,10,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,10.1,Abate e fabricação de produtos de carne,10.11-2,"Abate de reses, exceto suínos",1011-2/04,Frigorífico - abate de bufalinos
1011205,C,"Matadouro - abate de reses sob contrato, exceto abate de suínos",10,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,10.1,Abate e fabricação de produtos de carne,10.11-2,"Abate de reses, exceto suínos",1011-2/05,"Matadouro - abate de reses sob contrato, exceto abate de suínos"
1012101,C,Abate de aves,10,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,10.1,Abate e fabricação de produtos de carne,10.12-1,"Abate de suínos, aves e outros pequenos animais",1012-1/01,Abate de aves
1012102,C,Abate de pequenos animais,10,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,10.1,Abate e fabricação de produtos de carne,10.12-1,"Abate de suínos, aves e outros pequenos animais",1012-1/02,Abate de pequenos animais
1012103,C,Frigorífico - abate de suínos,10,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,10.1,Abate e fabricação de produtos de carne,10.12-1,"Abate de suínos, aves e outros pequenos animais",1012-1/03,Frigorífico - abate de suínos
1012104,C,Matadouro - abate de suínos sob contrato,10,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,10.1,Abate e fabricação de produtos de carne,10.12-1,"Abate de suínos, aves e outros pequenos animais",1012-1/04,Matadouro - abate de suínos sob contrato
1013901,C,Fabricação de produtos de carne,10,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,10.1,Abate e fabricação de produtos de carne,10.13-9,Fabricação de produtos de carne,1013-9/01,Fabricação de produtos de carne
1013902,C,Preparação de subprodutos do abate,10,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,10.1,Abate e fabricação de produtos de carne,10.13-9,Fabricação de produtos de carne,1013-9/02,Preparação de subprodutos do abate
1020101,C,"Preservação de peixes, crustáceos e moluscos",10,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,10.2,Preservação do pescado e fabricação de produtos do pescado,10.20-1,Preservação do pescado e fabricação de produtos do pescado,1020-1/01,"Preservação de peixes, crustáceos e moluscos"
1020102,C,"Fabricação de conservas de peixes, crustáceos e moluscos",10,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,10.2,Preservação do pescado e fabricação de produtos do pescado,10.20-1,Preservação do pescado e fabricação de produtos do pescado,1020-1/02,"Fabricação de conservas de peixes, crustáceos e moluscos"
